GAP인증번호,인증기관,개인_단체 구분명,유효기간 시작일,유효기간 종료일,품목,주소,등록 농가수,등록 필지수,재배면적,생산계획량,지정일자
1013458,㈜비씨에스코리아,개인,2021-09-20,2023-09-19,사과,강원도 정선군,1,2,5843,20,2021-09-20
1013457,㈜비씨에스코리아,개인,2021-09-20,2023-09-19,사과,강원도 정선군,1,1,4493,18,2021-09-20
1013456,㈜비씨에스코리아,개인,2021-09-20,2023-09-19,사과,강원도 정선군,1,3,3470,10,2021-09-20
1013455,농업법인플럼코트맘(주),단체,2021-09-20,2023-09-19,대추,전라남도 함평군,22,42,56839.2,40.21,2021-09-20
1013453,농업법인플럼코트맘(주),개인,2021-09-20,2023-09-19,백복령,전라남도 화순군,1,1,2660,24,2021-09-20
1013450,(주)미래친환경농업인증센터,법인,2021-09-19,2023-09-18,고구마순,광주광역시 남구,22,32,53343,134,2021-09-19
1013445,(주)농산물품질인증평가원,개인,2021-09-20,2023-09-19,파프리카,경상남도 창녕군,1,9,20678,165.42,2021-09-20
1013444,(주)농산물품질인증평가원,법인,2021-09-20,2023-09-19,파프리카,경상남도 창녕군,1,11,36351,742,2021-09-20
1013443,용인시농업기술센터,개인,2021-09-20,2023-09-19,표고버섯,경기도 용인시 처인구,1,1,1120,6,2021-09-20
1013442,경상국립대학교 산학협력단,단체,2021-09-19,2023-09-18,단감,경상남도 사천시,2,4,81500,151,2021-09-19
1013441,산림조합중앙회,개인,2021-09-20,2023-09-19,대추,충청북도 보은군,1,4,7303,5,2021-09-20
1013439,산림조합중앙회,개인,2021-09-20,2023-09-19,대추,충청북도 보은군,1,2,9647,5,2021-09-20
1013438,산림조합중앙회,개인,2021-09-20,2023-09-19,대추,충청북도 보은군,1,3,12176,10,2021-09-20
1013437,산림조합중앙회,개인,2021-09-20,2023-09-19,대추,충청북도 보은군,1,2,5491,5,2021-09-20
1013436,산림조합중앙회,개인,2021-09-20,2023-09-19,대추,충청북도 보은군,1,3,6686,5,2021-09-20
1013435,산림조합중앙회,개인,2021-09-20,2023-09-19,대추,충청북도 보은군,1,1,5667,4,2021-09-20
1013434,산림조합중앙회,개인,2021-09-20,2023-09-19,대추,충청북도 보은군,1,1,3617,3,2021-09-20
1013433,산림조합중앙회,개인,2021-09-20,2023-09-19,대추,충청북도 보은군,1,1,3442,3,2021-09-20
1013432,산림조합중앙회,개인,2021-09-20,2023-09-19,대추,충청북도 보은군,1,2,6996,5,2021-09-20
1013430,산림조합중앙회,개인,2021-09-20,2023-09-19,대추,충청북도 보은군,1,1,7648,8,2021-09-20
1013428,산림조합중앙회,개인,2021-09-20,2023-09-19,대추,충청북도 보은군,1,5,7860,7,2021-09-20
1013427,산림조합중앙회,개인,2021-09-20,2023-09-19,대추,충청북도 보은군,1,1,6932,4,2021-09-20
1013426,산림조합중앙회,개인,2021-09-20,2023-09-19,대추,충청북도 보은군,1,1,8504,5,2021-09-20
1013424,산림조합중앙회,개인,2021-09-20,2023-09-19,대추,충청북도 보은군,1,4,11747,10,2021-09-20
1013422,산림조합중앙회,개인,2021-09-20,2023-09-19,대추,충청북도 보은군,1,2,4229,2,2021-09-20
1013421,산림조합중앙회,개인,2021-09-20,2023-09-19,대추,충청북도 보은군,1,2,5425,3,2021-09-20
1013420,산림조합중앙회,개인,2021-09-20,2023-09-19,대추,충청북도 보은군,1,1,17923,5,2021-09-20
1013419,산림조합중앙회,개인,2021-09-20,2023-09-19,대추,충청북도 보은군,1,2,4948,3,2021-09-20
1013417,산림조합중앙회,개인,2021-09-20,2023-09-19,대추,충청북도 보은군,1,1,3996,3,2021-09-20
1013416,산림조합중앙회,개인,2021-09-20,2023-09-19,대추,충청북도 보은군,1,1,2905,2,2021-09-20
1013415,산림조합중앙회,개인,2021-09-20,2023-09-19,대추,충청북도 보은군,1,2,4980,3,2021-09-20
1013414,산림조합중앙회,개인,2021-09-20,2023-09-19,대추,충청북도 보은군,1,1,11904,7,2021-09-20
1013413,산림조합중앙회,개인,2021-09-20,2023-09-19,대추,충청북도 보은군,1,2,4612,3,2021-09-20
1013412,산림조합중앙회,개인,2021-09-20,2023-09-19,대추,충청북도 보은군,1,6,11374,15,2021-09-20
1013411,(주)인증포럼,개인,2021-09-18,2023-09-17,고구마,충청남도 예산군,1,1,1155,0.7,2021-09-18
1013406,농업회사법인(주)대한농업회,개인,2021-09-17,2023-09-16,배,충청남도 공주시,1,5,14707,9.8,2021-09-17
1013405,(주)온누리지에이피,단체,2021-09-17,2023-09-16,포도,경상북도 김천시,53,188,344984,372.81,2021-09-17
1013404,주식회사 농식품인증관리원,개인,2021-09-17,2023-09-16,자두,충청북도 청주시 청원구,1,1,4060,4,2021-09-17
1013400,(재)충북테크노파크 한방천연물센터,개인,2021-09-17,2023-09-16,사과,충청북도 단양군,1,10,12896,50,2021-09-17
1013399,(재)충북테크노파크 한방천연물센터,개인,2021-09-17,2023-09-16,사과,충청북도 단양군,1,7,18269,33.1,2021-09-17
1013398,(재)충북테크노파크 한방천연물센터,개인,2021-09-17,2023-09-16,사과,충청북도 단양군,1,5,13133,20,2021-09-17
1013395,농업회사법인(주)대한농업회,개인,2021-09-16,2023-09-15,대추,충청남도 논산시,1,2,4951,8,2021-09-16
1013394,농업회사법인(주)대한농업회,개인,2021-09-16,2023-09-15,깻잎,충청남도 논산시,1,1,1089,6,2021-09-16
1013393,(재)금산인삼약초산업진흥원,개인,2019-09-16,2022-09-15,인삼,충청남도 금산군,1,2,3632,2.06,2019-09-16
1013392,(재)금산인삼약초산업진흥원,개인,2019-09-16,2022-09-15,인삼,충청남도 금산군,1,2,4000,2.28,2019-09-16
1013391,(재)금산인삼약초산업진흥원,개인,2019-09-16,2022-09-15,인삼,충청남도 금산군,1,8,7600,4.31,2019-09-16
1013390,(재)금산인삼약초산업진흥원,개인,2019-09-16,2022-09-15,인삼,충청남도 금산군,1,5,6762,3.93,2019-09-16
1013389,(주)오에이티씨,단체,2021-09-11,2023-09-10,벼,인천광역시 강화군,13,26,121000.7,96.8,2021-09-11
1013387,경상국립대학교 산학협력단,단체,2021-09-11,2023-09-10,단감,경상남도 사천시,49,194,413948,693.3,2021-09-11
1013386,경상국립대학교 산학협력단,개인,2021-09-11,2023-09-10,단감,경상남도 진주시,1,4,39132,100,2021-09-11
1013384,아이센(주),개인,2021-09-11,2023-09-10,감귤,경상남도 김해시,1,1,4474,5,2021-09-11
1013383,아이센(주),개인,2021-09-11,2023-09-10,사과,경상남도 밀양시,1,4,2924,5.04,2021-09-11
1013376,경상국립대학교 산학협력단,단체,2021-09-10,2023-09-09,딸기,경상남도 거창군,7,12,43803,138.8,2021-09-10
1013375,경상국립대학교 산학협력단,단체,2021-09-10,2023-09-09,딸기,경상남도 진주시,10,35,73376,222.3,2021-09-10
1013374,충북대학교 산학협력단,개인,2021-09-10,2023-09-09,사과,충청북도 보은군,1,4,6528,9.5,2021-09-10
1013373,강원대학교 산학협력단,단체,2021-09-10,2023-09-09,사과,강원도 춘천시,7,26,107729,252,2021-09-10
1013371,사단법인 양평친환경인증센터,개인,2021-09-10,2023-09-09,대추,경기도 양평군,1,2,1869,1,2021-09-10
1013370,경상국립대학교 산학협력단,단체,2021-09-10,2023-09-09,표고버섯,경상남도 의령군,1,3,1415.5,500,2021-09-10
1013369,농업법인플럼코트맘(주),개인,2021-09-10,2023-09-09,단감,전라남도 함평군,1,7,11769,17.29,2021-09-10
1013367,주식회사 성농,법인,2021-09-10,2023-09-09,사과,전라북도 진안군,4,10,19375,58.7,2021-09-10
1013366,(주)우리농인증원,개인,2021-09-09,2023-09-08,고구마,경상남도 창녕군,1,150,291201,574.8,2021-09-09
1013365,주식회사 온누리친환경,개인,2021-09-09,2023-09-08,배,경기도 이천시,1,5,24174,70,2021-09-09
1013363,(주)티에스피인증관리원,개인,2021-09-09,2023-09-08,대추,충청남도 금산군,1,1,3850,5,2021-09-09
1013362,주식회사 농식품인증관리원,개인,2021-09-09,2023-09-08,대추,충청남도 금산군,1,2,8000,6,2021-09-09
1013361,(주)에이앤에프글로벌인증원,개인,2021-09-09,2023-09-08,연근,대구광역시 동구,1,14,19681,39.4,2021-09-09
1013360,(주)에이앤에프글로벌인증원,단체,2021-09-09,2023-09-08,쌀,경상북도 상주시,83,506,1014553,711.2,2021-09-09
1013359,(주)에이앤에프글로벌인증원,단체,2021-09-09,2023-09-08,포도,경상북도 경산시,16,62,81793,163.6,2021-09-09
1013358,(주)에이앤에프글로벌인증원,단체,2021-09-09,2023-09-08,포도,경상북도 경산시,18,76,68973,138,2021-09-09
1013356,(주)우리농인증원,개인,2021-09-09,2023-09-08,사과,경상남도 거창군,1,8,13639,17.8,2021-09-09
1013353,농업법인플럼코트맘(주),법인,2021-09-08,2023-09-07,쌀,전라남도 해남군,1,32,69889.1,55.75,2021-09-08
1013352,토지글로닉스 주식회사,개인,2021-09-07,2023-09-06,감,전라남도 함평군,1,7,9130.5,17,2021-09-07
1013351,(주)한국유기농인증원,개인,2021-09-06,2023-09-05,사과,경기도 화성시,1,2,3867,6.7,2021-09-06
1013349,(주)한국유기농인증원,개인,2021-09-06,2023-09-05,사과,경기도 화성시,1,3,3500,8,2021-09-06
1013348,친환경농업연구원 주식회사,개인,2021-09-06,2023-09-05,상추,충청북도 충주시,1,37,8700,29.1,2021-09-06
1013346,(주)에버그린농우회,법인,2021-09-06,2023-09-05,대왕버섯(일반),경상북도 칠곡군,1,1,1059,2,2021-09-06
1013345,(주)자연들농식품인증원,단체,2021-09-06,2023-09-05,쌀,전라북도 군산시,34,277,914835.5,514.60298,2021-09-06
1013344,농업회사법인(주)푸른솔,개인,2021-09-05,2023-09-04,콩,경기도 남양주시,1,2,4411,2,2021-09-05
1013336,주식회사 농식품인증관리원,개인,2021-09-04,2023-09-03,벼,경기도 파주시,1,26,57666,41,2021-09-04
1013332,친환경농업연구원 주식회사,단체,2021-09-03,2023-09-02,대추,충청남도 예산군,22,44,100857.4,42.24,2021-09-03
1013329,(사)한솔농림수산식품인증센터,개인,2021-09-04,2023-09-03,감귤,제주특별자치도 서귀포시,1,5,11243,30,2021-09-04
1013328,주식회사 예농,단체,2021-09-02,2023-09-01,사과,경상남도 밀양시,5,36,38794,114.1,2021-09-02
1013327,(주)자연들농식품인증원,단체,2021-09-02,2023-09-01,쌀,전라북도 익산시,12,76,246017.8,138.39,2021-09-02
1013326,(주)한국유기농인증원,개인,2021-09-02,2023-09-01,오이,경기도 화성시,1,7,1620,14.8,2021-09-02
1013323,농협경제지주(주)식품R&D연구소,단체,2021-05-07,2023-05-06,방울토마토,전라북도 남원시,16,34,63690,417.23,2021-05-07
1013322,(주)에이앤에프글로벌인증원,단체,2021-08-30,2023-08-29,사과,강원도 춘천시,18,56,111050,222.1,2021-08-30
1013321,친환경농업연구원 주식회사,단체,2021-08-30,2023-08-29,고추,경기도 남양주시,10,89,43140,112.8,2021-08-30
1013319,주식회사 예농,단체,2021-08-29,2023-08-28,고구마,경상남도 함양군,7,23,29523,54.4,2021-08-29
1013317,친환경농업연구원 주식회사,단체,2021-08-30,2023-08-29,수수,인천광역시 옹진군,30,124,139495,17.51,2021-08-30
1013314,경상국립대학교 산학협력단,개인,2021-08-28,2023-08-27,사과,경상남도 진주시,1,2,3400,5,2021-08-28
1013313,경상국립대학교 산학협력단,개인,2021-08-28,2023-08-27,딸기,경상남도 산청군,1,4,8047,20,2021-08-28
1013312,경상국립대학교 산학협력단,개인,2021-08-28,2023-08-27,딸기,경상남도 산청군,1,2,5280,18,2021-08-28
1013311,(주)인증포럼,개인,2021-08-28,2023-08-27,애기사과,경기도 김포시,1,4,8948,14,2021-08-28
1013310,아이센(주),개인,2019-08-28,2022-07-01,아로니아,경상남도 통영시,1,2,1801,1.5,2021-08-04
1013309,아이센(주),개인,2021-08-28,2023-08-27,고추,경상남도 통영시,1,15,10577,2.57,2021-08-28
1013308,아이센(주),개인,2021-08-28,2023-08-27,머위대,경상남도 통영시,1,9,9810,0.9,2021-08-28
1013307,아이센(주),개인,2021-08-28,2023-08-27,상추,경상남도 통영시,1,13,8624,19.55,2021-08-28
1013305,아이센(주),개인,2021-08-28,2023-08-27,블루베리,경상남도 통영시,1,6,10025,7,2021-08-28
1013304,농업법인플럼코트맘(주),단체,2021-08-28,2023-08-27,포도,전라남도 나주시,35,73,97634,167.06,2021-08-28
1013303,주식회사 예농,단체,2021-08-27,2023-08-26,고구마,경상남도 함양군,5,80,138606,276.98,2021-08-27
1013301,주식회사 농식품인증관리원,개인,2021-08-27,2023-08-26,사과,경상북도 군위군,1,8,9251,21,2021-08-27
1013299,농업회사법인(주)대한농업회,단체,2021-08-27,2023-08-26,메론,충청남도 논산시,17,34,87360,251.5,2021-08-27
1013296,(주)우리농인증원,법인,2021-08-26,2023-08-25,오미자,경상남도 거창군,1,3,2458,1.6,2021-08-26
1013295,(주)티에스피인증관리원,개인,2021-08-26,2023-08-25,깻잎,충청남도 금산군,1,4,3050,5.6,2021-08-26
1013294,농업법인플럼코트맘(주),단체,2021-08-26,2023-08-25,여주,전라남도 강진군,8,21,25215,37.18,2021-08-26
1013293,농업법인플럼코트맘(주),개인,2021-08-26,2023-08-25,조미채소류(기타),전라남도 나주시,1,18,20914,50.83,2021-08-26
1013292,농업법인플럼코트맘(주),개인,2021-08-26,2023-08-25,배,전라남도 나주시,1,8,7490,16.93,2021-08-26
1013291,농업법인플럼코트맘(주),개인,2021-08-26,2023-08-25,배,전라남도 나주시,1,7,13270,29.98,2021-08-26
1013290,농업법인플럼코트맘(주),개인,2021-08-26,2023-08-25,배,전라남도 나주시,1,4,6720,15.17,2021-08-26
1013289,농업법인플럼코트맘(주),개인,2021-08-26,2023-08-25,배,전라남도 나주시,1,12,50472,112.32,2021-08-26
1013288,농업법인플럼코트맘(주),개인,2021-08-26,2023-08-25,배,전라남도 나주시,1,11,21219,48.18,2021-08-26
1013287,농업법인플럼코트맘(주),개인,2021-08-26,2023-08-25,배,전라남도 나주시,1,9,17282,38.73,2021-08-26
1013286,농업법인플럼코트맘(주),개인,2021-08-26,2023-08-25,방울토마토,전라남도 나주시,1,10,13149,46.5,2021-08-26
1013285,(사)한솔농림수산식품인증센터,개인,2021-08-27,2023-08-26,감귤,제주특별자치도 제주시,1,4,8785,30.2,2021-08-27
1013268,아이센(주),개인,2021-08-22,2023-08-21,블랙베리,경상남도 남해군,1,2,4692,4,2021-08-22
1013261,농업회사법인(주)대한농업회,단체,2021-08-22,2023-08-21,메론,충청남도 논산시,22,41,124831,237,2021-08-22
1013260,농업회사법인(주)대한농업회,개인,2021-08-22,2023-08-21,곶감,충청남도 보령시,1,13,90173,24,2021-08-22
1013259,친환경농업연구원 주식회사,개인,2019-08-23,2022-08-22,인삼,충청남도 당진시,1,1,3300,0.38,2019-08-23
1013258,친환경농업연구원 주식회사,개인,2021-08-23,2023-08-22,감귤,경기도 남양주시,1,17,3850,1.65,2021-08-23
1013257,㈜비씨에스코리아,개인,2021-08-22,2023-08-21,고구마,충청남도 당진시,1,2,8714.3,15,2021-08-22
1013256,㈜비씨에스코리아,단체,2021-08-22,2023-08-21,토마토,강원도 정선군,11,41,45200,387,2021-08-22
1013255,㈜비씨에스코리아,개인,2021-08-22,2023-08-21,양송이(일반),충청남도 부여군,1,2,3600,160,2021-08-22
1013254,㈜비씨에스코리아,개인,2021-08-22,2023-08-21,양송이(일반),충청남도 부여군,1,1,1924,88,2021-08-22
1013251,(재)충북테크노파크 한방천연물센터,개인,2021-08-26,2023-08-25,사과,충청북도 단양군,1,7,18250,29,2021-08-26
1013250,(재)충북테크노파크 한방천연물센터,개인,2021-08-26,2023-08-25,사과,충청북도 단양군,1,7,18281,40,2021-08-26
1013249,(재)충북테크노파크 한방천연물센터,개인,2021-08-26,2023-08-25,사과,충청북도 단양군,1,8,19661,40,2021-08-26
1013248,주식회사 이앤컴퍼니,단체,2021-08-21,2023-08-20,포도,전라남도 장성군,22,47,85521.2,143.36,2021-08-21
1013247,주식회사 농식품인증관리원,단체,2021-08-21,2023-08-20,벼,경기도 고양시 일산서구,75,406,1328534,930.84,2021-08-21
1013243,주식회사 농식품인증관리원,개인,2021-05-04,2023-05-03,표고버섯,경기도 시흥시,1,12,1030,19.66,2021-05-04
1013242,주식회사 농식품인증관리원,개인,2021-08-20,2023-08-19,사과,경기도 연천군,1,5,13260,24.6,2021-08-20
1013241,경상국립대학교 산학협력단,단체,2021-08-20,2023-08-19,단감,경상남도 진주시,2,6,17190,59,2021-08-20
1013239,(주)농산물품질인증평가원,개인,2021-08-20,2023-08-19,메론,경상북도 경산시,1,11,4920,9.83,2021-08-20
1013238,주식회사 온누리친환경,단체,2021-08-20,2023-08-19,배,경기도 안성시,9,28,81834,345.92,2021-08-20
1013237,(재)금산인삼약초산업진흥원,개인,2021-08-20,2023-08-19,복령,충청남도 금산군,1,31,60830,161,2021-08-20
1013236,주식회사 농식품인증관리원,단체,2021-08-19,2023-08-18,포도,강원도 횡성군,21,51,40220,43,2021-08-19
1013235,농업회사법인(주)푸른솔,개인,2021-08-19,2023-08-18,사과,경기도 고양시 일산동구,1,1,3960,10,2021-08-19
1013234,농업회사법인(주)푸른솔,개인,2021-08-19,2023-08-18,사과,경기도 고양시 일산동구,1,3,9213,16,2021-08-19
1013233,농업회사법인(주)푸른솔,개인,2021-08-19,2023-08-18,사과,경기도 고양시 일산동구,1,1,3536,5,2021-08-19
1013232,(사)한솔농림수산식품인증센터,개인,2021-08-19,2023-08-18,감귤,제주특별자치도 서귀포시,1,5,10467,30,2021-08-19
1013226,아이센(주),개인,2021-08-16,2023-08-15,포도,경상북도 경주시,1,1,2255,3.7,2021-08-16
1013217,주식회사 푸름인증원,개인,2019-08-16,2022-08-15,백출,경상북도 안동시,1,1,1104,1.1,2019-08-16
1013215,주식회사 푸름인증원,개인,2019-08-16,2022-08-15,백출,경상북도 안동시,1,2,3937,3.8,2019-08-16
1013200,주식회사 푸름인증원,개인,2019-08-16,2022-08-15,백출,경상북도 안동시,1,2,5729,5.7,2019-08-16
1013192,주식회사 푸름인증원,개인,2019-08-16,2022-08-15,백출,경상북도 안동시,1,1,1061,1.1,2019-08-16
1013189,주식회사 푸름인증원,개인,2019-08-16,2022-08-15,백출,경상북도 안동시,1,1,1990,1.8,2019-08-16
1013168,주식회사 푸름인증원,단체,2019-08-16,2022-08-15,백출,경상북도 문경시,4,12,29714,29.6,2019-08-16
1013165,아이센(주),단체,2021-08-14,2023-08-13,호박,경상남도 남해군,19,55,56408,308.35,2021-08-14
1013161,건국에코인증원 주식회사,개인,2021-08-14,2023-08-13,사과(후지),충청북도 충주시,1,5,9601,70,2021-08-14
1013160,건국에코인증원 주식회사,법인,2021-08-14,2023-08-13,새싹삼,충청북도 청주시 흥덕구,1,1,360,0.5,2021-08-14
1013157,(주)한국유기농인증원,개인,2021-08-13,2023-08-12,포도,경기도 안산시 상록구,1,1,5280,7.2,2021-08-13
1013156,주식회사 농식품인증관리원,단체,2021-08-13,2023-08-12,배,충청남도 공주시,10,83,151533,301.15,2021-08-13
1013153,(주)한국유기농인증원,개인,2021-08-13,2023-08-12,대추,경기도 화성시,1,3,7142,7.82,2021-08-13
1013151,주식회사 글로벌농식품인증원,단체,2021-08-12,2023-08-11,호박,경상북도 경산시,1,2,2910,20,2021-08-12
1013150,(주)미래친환경농업인증센터,단체,2021-08-09,2023-08-08,고추,전라남도 해남군,1,4,4603,15,2021-08-09
1013149,충북대학교 산학협력단,개인,2021-08-12,2023-08-11,포도,충청북도 영동군,1,4,5920,11,2021-08-12
1013148,(주)그린하이인증센터,개인,2021-08-12,2023-08-11,포도,충청북도 영동군,1,3,9786,4,2021-08-12
1013145,(주)에이앤에프글로벌인증원,법인,2021-08-12,2023-08-11,건강,충청남도 서산시,5,46,76905,32.47,2021-08-12
1013144,(주)에이앤에프글로벌인증원,개인,2021-08-12,2023-08-11,사과,경상북도 봉화군,1,1,5720,17.2,2021-08-12
1013143,친환경농업연구원 주식회사,개인,2021-08-13,2023-08-12,사과,충청남도 예산군,1,14,27665,90,2021-08-13
1013142,친환경농업연구원 주식회사,개인,2021-08-13,2023-08-12,사과,충청남도 예산군,1,2,5157,10.32,2021-08-13
1013140,주식회사 예농,개인,2021-08-09,2023-08-08,단감,경상남도 진주시,1,1,30810,60,2021-08-09
1013139,주식회사 성농,개인,2021-08-09,2023-08-08,포도,전라북도 완주군,1,3,2450,6,2021-08-09
1013138,주식회사 성농,개인,2021-08-09,2023-08-08,메론,전라북도 고창군,1,6,13200,70,2021-08-09
1013135,경상국립대학교 산학협력단,단체,2021-08-09,2023-08-08,딸기,경상남도 산청군,11,20,67729,262.02,2021-08-09
1013134,경상국립대학교 산학협력단,법인,2021-08-09,2023-08-08,딸기,경상남도 진주시,17,40,113237.3,420,2021-08-09
1013133,주식회사 농식품인증관리원,개인,2021-08-09,2023-08-08,포도,충청북도 충주시,1,1,2373,6,2021-08-09
1013132,주식회사 농식품인증관리원,단체,2021-08-09,2023-08-08,방울토마토,충청북도 진천군,12,47,150235,541.4,2021-08-09
1013131,㈜비씨에스코리아,법인,2021-08-09,2023-08-08,새싹삼,충청남도 아산시,1,1,132,1.68,2021-08-09
1013130,농업회사법인 주식회사 농품,단체,2021-08-09,2023-08-08,고구마,전라북도 김제시,16,105,334207,508.65,2021-08-09
1013129,농업회사법인 주식회사 농품,단체,2021-08-09,2023-08-08,사과,전라북도 남원시,22,32,88836,163.71,2021-08-09
1013128,(재)금산인삼약초산업진흥원,단체,2019-08-09,2022-08-08,인삼,충청남도 금산군,2,30,55375,31.49,2019-08-09
1013125,친환경농업연구원 주식회사,개인,2021-08-08,2023-08-07,청포도,충청남도 아산시,1,3,1659,1.23,2021-08-08
1013124,(주)온누리지에이피,개인,2021-08-08,2023-08-07,연근,대구광역시 동구,1,6,7012,28,2021-08-08
1013122,(재)금산인삼약초산업진흥원,단체,2021-08-08,2023-08-07,지황,충청남도 금산군,9,25,40393,80.79,2021-08-08
1013121,(재)금산인삼약초산업진흥원,단체,2021-08-08,2023-08-07,지황,충청남도 금산군,8,16,22401,44.8,2021-08-08
1013120,(재)금산인삼약초산업진흥원,단체,2021-08-08,2023-08-07,지황,충청남도 금산군,9,21,35120,70.24,2021-08-08
1013119,(재)금산인삼약초산업진흥원,단체,2021-08-08,2023-08-07,지황,충청남도 금산군,8,32,43100,86.2,2021-08-08
1013118,(재)금산인삼약초산업진흥원,단체,2021-08-08,2023-08-07,지황,충청남도 금산군,11,38,58469,116.94,2021-08-08
1013117,사단법인 양평친환경인증센터,법인,2021-08-07,2023-08-06,송화버섯,경기도 양평군,1,1,166.46,6,2021-08-07
1013116,주식회사 농식품인증관리원,개인,2021-08-07,2023-08-06,토마토,경기도 광주시,1,10,17598,73.5,2021-08-07
1013115,주식회사 농식품인증관리원,개인,2021-08-07,2023-08-06,아욱,경기도 광주시,1,5,7303,15,2021-08-07
1013114,주식회사 농식품인증관리원,개인,2021-08-07,2023-08-06,토마토,경기도 광주시,1,12,21058,89.3,2021-08-07
1013113,주식회사 농식품인증관리원,개인,2021-08-07,2023-08-06,토마토,경기도 광주시,1,4,5432,26,2021-08-07
1013112,주식회사 농식품인증관리원,개인,2021-08-07,2023-08-06,토마토,경기도 광주시,1,14,22790,78,2021-08-07
1013110,(주)미래친환경농업인증센터,개인,2021-08-07,2023-08-06,대파,전라남도 나주시,1,10,13863.5,61,2021-08-07
1013109,전북대학교 산학협력단,개인,2021-08-07,2023-08-06,오이(취청),전라북도 김제시,1,2,3440,26,2021-08-07
1013107,주식회사 유기식품평가원,개인,2021-08-01,2023-07-31,포도,충청북도 영동군,1,2,4108,5.8,2021-08-01
1013106,주식회사 예농,개인,2021-08-06,2023-08-05,벼,경상남도 진주시,1,10,14820,20.7,2021-08-06
1013104,주식회사 경기농업인증센터,단체,2021-08-06,2023-08-05,사과,충청남도 예산군,9,57,118530,353.02,2021-08-06
1013103,용인시농업기술센터,개인,2021-08-07,2023-08-06,쪽파,경기도 용인시 처인구,1,10,12062,34.5,2021-08-07
1013100,(주)에이앤에프글로벌인증원,단체,2021-08-05,2023-08-04,포도,경상북도 상주시,6,14,36825,73.6,2021-08-05
1013097,경상국립대학교 산학협력단,개인,2021-08-05,2023-08-04,단감,경상남도 창원시 의창구,1,15,30057,80,2021-08-05
1013096,(사)한솔농림수산식품인증센터,단체,2021-08-06,2023-08-05,영귤,제주특별자치도 제주시,1,5,12391,15,2021-08-06
1013095,주식회사 예농,개인,2021-08-02,2023-08-01,대추토마토,경상남도 고성군,1,4,5337,250,2021-08-02
1013094,주식회사 농식품인증관리원,개인,2021-08-02,2023-08-01,블루베리,충청남도 금산군,1,5,9060,10.8,2021-08-02
1013093,주식회사 온누리친환경,단체,2021-08-02,2023-08-01,쌀,경기도 양주시,23,100,124559.52,84.5,2021-08-02
1013090,친환경농업연구원 주식회사,개인,2021-08-02,2023-08-01,사과,충청남도 예산군,1,5,8840,14.4,2021-08-02
1013089,친환경농업연구원 주식회사,개인,2021-08-02,2023-08-01,사과,충청남도 예산군,1,3,5500,9.1,2021-08-02
1013088,친환경농업연구원 주식회사,개인,2021-08-02,2023-08-01,사과,충청남도 예산군,1,6,14080,23.3,2021-08-02
1013087,친환경농업연구원 주식회사,개인,2021-08-02,2023-08-01,사과,충청남도 예산군,1,2,6400,12.7,2021-08-02
1013086,친환경농업연구원 주식회사,개인,2021-08-02,2023-08-01,사과,충청남도 예산군,1,4,12910,21.2,2021-08-02
1013084,친환경농업연구원 주식회사,개인,2021-08-02,2023-08-01,사과,충청남도 예산군,1,3,38000,61.7,2021-08-02
1013082,주식회사 유기식품평가원,단체,2021-08-01,2023-07-31,사과,경상남도 합천군,6,38,50905,73.4,2021-08-01
1013081,주식회사 유기식품평가원,개인,2021-08-01,2023-07-31,포도,충청북도 영동군,1,2,2066,4.5,2021-08-01
1013080,주식회사 유기식품평가원,개인,2021-08-01,2023-07-31,포도,충청북도 영동군,1,3,3568,8.1,2021-08-01
1013079,(사)한솔농림수산식품인증센터,개인,2021-08-01,2023-07-31,포도,충청북도 옥천군,1,4,6044,12,2021-08-01
1013078,(사)한솔농림수산식품인증센터,개인,2021-08-01,2023-07-31,포도,충청북도 옥천군,1,3,4627,10,2021-08-01
1013076,친환경농업연구원 주식회사,법인,2021-08-01,2023-07-31,고추,경기도 안성시,19,116,135997.9,227.3,2021-08-01
1013075,친환경농업연구원 주식회사,단체,2021-08-01,2023-07-31,배,충청남도 공주시,3,20,42350,86.9,2021-08-01
1013074,친환경농업연구원 주식회사,개인,2021-08-01,2023-07-31,표고버섯,충청남도 공주시,1,8,13050,10.6,2021-08-01
1013073,친환경농업연구원 주식회사,개인,2021-08-01,2023-07-31,사과,충청남도 보령시,1,2,3664,6.08,2021-08-01
1013072,주식회사 경기농업인증센터,개인,2021-08-01,2023-07-31,사과,충청남도 예산군,1,5,18229,54.68,2021-08-01
1013071,㈜비씨에스코리아,단체,2021-08-01,2023-07-31,쌀,충청남도 홍성군,10,45,189303,146.13,2021-08-01
1013070,㈔한국생약협회,단체,2021-07-31,2023-07-30,지황,경상북도 영주시,13,30,57845,57.83,2021-07-31
1013069,㈔한국생약협회,단체,2021-07-31,2023-07-30,생강,경상북도 영주시,17,102,102506,78.98,2021-07-31
1013068,㈔한국생약협회,단체,2021-07-31,2023-07-30,지황,경상북도 영주시,9,12,33999,34,2021-07-31
1013066,㈔한국생약협회,단체,2019-07-31,2022-07-30,황기,경상북도 영주시,4,7,19007,5.71,2019-07-31
1013065,㈔한국생약협회,단체,2021-07-31,2023-07-30,지황,경상북도 영주시,49,81,185713,185.68,2021-07-31
1013062,㈔한국생약협회,단체,2019-07-31,2022-07-30,백출,경상북도 영주시,55,115,243602,36.53,2019-07-31
