"GAP인증번호","인증기관","개인/단체 구분명","유효기간 시작일","유효기간 종료일","품목","주소","등록 농가수","등록 필지수","재배면적","생산계획량","지정일자"
"1021928","플럼코트맘 주식회사","개인","2023-06-16","2025-06-15","황칠(기타)","전라남도 완도군","1","1","600.0","0.18","2023-06-16"
"1021927","친환경농업연구원 주식회사","개인","2023-06-15","2025-06-14","샤인마스캇","충청남도 부여군","1","2","3908.0","5.3","2023-06-15"
"1021926","친환경농업연구원 주식회사","개인","2023-06-15","2025-06-14","포도","충청남도 예산군","1","2","2653.0","3.5999999999999996","2023-06-15"
"1021925","친환경농업연구원 주식회사","개인","2023-06-15","2025-06-14","쪽파","충청남도 당진시","1","4","13641.0","17.529999999999998","2023-06-15"
"1021924","주식회사 농식품인증관리원","개인","2023-06-15","2025-06-14","아로니아","경기도 고양시 일산서구","1","4","1891.0","4.0","2023-06-15"
"1021923","주식회사 푸름인증원","단체","2023-06-15","2025-06-14","지황","경상북도 안동시","5","5","22821.0","32.7","2023-06-15"
"1021922","경상국립대학교 산학협력단","단체","2023-05-25","2025-05-24","산딸기","경상남도 하동군","16","33","38255.0","27.500000000000004","2023-05-25"
"1021921","(주)자연들농식품인증원","단체","2023-06-15","2025-06-14","감자","전라북도 진안군","16","28","37922.0","114.71575","2023-06-15"
"1021920","(주)에스에이피분석평가연구소","개인","2023-06-14","2025-06-13","포도","충청북도 옥천군","1","2","3145.0","4.3","2023-06-14"
"1021919","(주)인증포럼","개인","2023-06-14","2025-06-13","시금치","경기도 남양주시","1","10","16784.0","10.0","2023-06-14"
"1021918","(주)인증포럼","개인","2023-06-14","2025-06-13","시금치","경기도 남양주시","1","9","5378.0","77.0","2023-06-14"
"1021917","(주)인증포럼","개인","2023-06-14","2025-06-13","시금치","경기도 포천시","1","8","7708.0","80.0","2023-06-14"
"1021916","강원대학교 산학협력단","단체","2023-06-14","2025-06-13","수박","충청북도 음성군","60","146","338365.0","3101.0","2023-06-14"
"1021907","(주)그린하이인증센터","개인","2023-06-14","2025-06-13","가지","충청북도 제천시","1","2","373.0","3.66","2023-06-14"
"1021906","농업회사법인(주)대한농업회","개인","2023-06-13","2025-06-12","구기자","충청남도 부여군","1","1","2425.0","0.5","2023-06-13"
"1021905","강원대학교 산학협력단","개인","2023-06-13","2025-06-12","대추방울","강원특별자치도 춘천시","1","3","6858.0","30.0","2023-06-13"
"1021904","주식회사 경기농업인증센터","법인","2023-06-13","2025-06-12","콩나물","경기도 안성시","1","2","360.0","1957.5","2023-06-13"
"1021894","토지글로닉스 주식회사","개인","2023-06-13","2025-06-12","감자","전라남도 영광군","1","2","9042.0","26.4","2023-06-13"
"1021893","주식회사 예농","개인","2023-06-12","2025-06-11","복숭아","경상남도 진주시","1","1","3300.0","5.0","2023-06-12"
"1021892","유한회사 빛그린인증원","개인","2023-06-12","2025-06-11","홍고추","전라남도 보성군","1","1","690.0","2.1","2023-06-12"
"1021891","(주)인증포럼","단체","2023-06-09","2025-06-08","양배추","충청남도 당진시","10","78","139831.0","1026.1","2023-06-09"
"1021890","아이센(주)","개인","2023-06-09","2025-06-08","토마토","경상남도 김해시","1","6","10439.0","41.51","2023-06-09"
"1021888","(주)우리농인증원","개인","2023-06-09","2025-06-08","떫은감","경상북도 의성군","1","1","2099.0","2.0","2023-06-09"
"1021887","플럼코트맘 주식회사","단체","2023-06-10","2025-06-09","양파","전라남도 나주시","19","97","217996.1","1220.8","2023-06-10"
"1021886","플럼코트맘 주식회사","법인","2023-06-10","2025-06-09","양파","전라남도 무안군","1","13","24917.0","129.34","2023-06-10"
"1021885","플럼코트맘 주식회사","개인","2023-06-10","2025-06-09","감귤","전라남도 완도군","1","1","977.0","2.66","2023-06-10"
"1021884","주식회사 유기식품평가원","개인","2023-06-09","2025-06-08","포도","충청북도 영동군","1","3","3600.0","7.0","2023-06-09"
"1021883","주식회사 유기식품평가원","개인","2023-06-09","2025-06-08","복숭아","충청북도 음성군","1","3","6653.0","3.0","2023-06-09"
"1021882","주식회사 유기식품평가원","개인","2023-06-09","2025-06-08","머루포도","충청북도 영동군","1","1","3300.0","8.0","2023-06-09"
"1021881","농업회사법인 주식회사 농품","개인","2023-06-09","2025-06-08","꽃송이버섯","전라북도 임실군","1","3","1680.0","1.2000000000000002","2023-06-09"
"1021880","농업회사법인 주식회사 농품","단체","2023-06-09","2025-06-08","복숭아","전라북도 전주시 덕진구","20","46","80534.0","114.57000000000002","2023-06-09"
"1021879","농업회사법인 주식회사 농품","개인","2023-06-09","2026-06-08","수삼","경기도 이천시","1","2","3786.0","3.67","2023-06-09"
"1021878","농업회사법인 주식회사 농품","단체","2023-06-09","2025-06-08","배","전라북도 전주시 덕진구","17","60","125963.0","338.97","2023-06-09"
"1021877","(주)에스에이피분석평가연구소","개인","2023-06-09","2025-06-08","메론","충청남도 예산군","1","4","15818.0","41.6","2023-06-09"
"1021876","(주)에스에이피분석평가연구소","개인","2023-06-09","2025-06-08","메론","충청남도 예산군","1","24","89826.0","298.3","2023-06-09"
"1021875","(주)에스에이피분석평가연구소","개인","2023-06-09","2025-06-08","메론","충청남도 예산군","1","4","13016.0","37.1","2023-06-09"
"1021874","(주)에스에이피분석평가연구소","개인","2023-06-09","2025-06-08","방울토마토","충청남도 예산군","1","2","7825.0","48.0","2023-06-09"
"1021873","(주)한국유기농인증원","개인","2023-06-09","2025-06-08","블루베리","충청남도 천안시 동남구","1","4","22500.0","11.379999999999999","2023-06-09"
"1021872","(주)에버그린농우회","개인","2023-06-09","2025-06-08","포도","경상북도 김천시","1","1","2547.0","4.6","2023-06-09"
"1021871","(주)에버그린농우회","개인","2023-06-09","2025-06-08","포도","경상북도 김천시","1","2","3315.0","6.0","2023-06-09"
"1021870","(주)에버그린농우회","개인","2023-06-09","2025-06-08","포도","경상북도 김천시","1","2","2457.0","4.5","2023-06-09"
"1021869","(주)에버그린농우회","개인","2023-06-09","2025-06-08","포도","경상북도 김천시","1","1","2685.0","5.0","2023-06-09"
"1021868","(주)에버그린농우회","개인","2023-06-09","2025-06-08","토마토","경상북도 경주시","1","1","2929.0","29.0","2023-06-09"
"1021867","(주)에버그린농우회","개인","2023-06-09","2025-06-08","수박","대구광역시 달성군","1","5","12158.0","7.699999999999999","2023-06-09"
"1021866","건국에코인증원 주식회사","법인","2023-06-09","2025-06-08","복숭아","충청북도 충주시","1","9","55827.0","38.0","2023-06-09"
"1021865","건국에코인증원 주식회사","개인","2023-06-08","2025-06-07","토마토","충청북도 괴산군","1","10","35297.0","74.0","2023-06-08"
"1021864","(주)에스에이피분석평가연구소","개인","2023-06-08","2025-06-07","메론","충청남도 예산군","1","2","3145.0","9.0","2023-06-08"
"1021863","(주)에스에이피분석평가연구소","개인","2023-06-08","2025-06-07","메론","충청남도 예산군","1","2","7506.0","21.3","2023-06-08"
"1021862","(사)한솔농림수산식품인증센터","개인","2023-06-08","2025-06-07","고추","제주특별자치도 제주시","1","2","3100.0","2.0","2023-06-08"
"1021861","(사)한솔농림수산식품인증센터","개인","2023-06-08","2025-06-07","감귤","제주특별자치도 제주시","1","9","18802.0","16.700000000000003","2023-06-08"
"1021860","한국농식품분석연구소 주식회사","개인","2023-06-08","2025-06-07","수박","전라북도 고창군","1","1","6300.0","34.0","2023-06-08"
"1021859","㈜비씨에스코리아","개인","2023-06-08","2025-06-07","사과","강원특별자치도 정선군","1","4","11089.0","30.0","2023-06-08"
"1021858","㈜비씨에스코리아","개인","2023-06-08","2025-06-07","사과","강원특별자치도 강릉시","1","3","2200.0","10.0","2023-06-08"
"1021857","㈜비씨에스코리아","개인","2023-06-08","2025-06-07","사과","강원특별자치도 정선군","1","4","5000.0","20.0","2023-06-08"
"1021856","㈜비씨에스코리아","개인","2023-06-08","2025-06-07","사과","강원특별자치도 정선군","1","1","3300.0","10.0","2023-06-08"
"1021855","경상국립대학교 산학협력단","개인","2023-06-07","2025-06-06","블루베리","경상남도 산청군","1","2","1088.0","1.0","2023-06-07"
"1021854","주식회사 성농","법인","2023-06-07","2025-06-06","수박","전라북도 고창군","10","78","193254.0","848.6","2023-06-07"
"1021853","(주)에스에이피분석평가연구소","개인","2023-06-07","2025-06-06","사과","경상남도 밀양시","1","2","5787.0","9.3","2023-06-07"
"1021852","(주)에스에이피분석평가연구소","개인","2023-06-07","2025-06-06","꽈리고추","경상남도 창녕군","1","2","4830.0","27.0","2023-06-07"
"1021851","(주)에스에이피분석평가연구소","개인","2023-06-07","2025-06-06","사과","경상남도 밀양시","1","1","1385.0","2.2","2023-06-07"
"1021850","(재)충북테크노파크 한방천연물센터","법인","2023-05-24","2025-05-23","기타(팥꽃나무)","경상북도 봉화군","2","6","14787.0","0.55","2023-05-24"
"1021849","토지글로닉스 주식회사","개인","2023-06-08","2025-06-07","포도","전라남도 화순군","1","1","2930.0","1.5","2023-06-08"
"1021848","토지글로닉스 주식회사","개인","2023-06-08","2025-06-07","포도","전라남도 화순군","1","1","3919.7","4.0","2023-06-08"
"1021847","토지글로닉스 주식회사","개인","2023-06-08","2025-06-07","매실","전라남도 광양시","1","1","20198.0","40.0","2023-06-08"
"1021846","(재)금산인삼약초산업진흥원","개인","2023-06-07","2026-06-06","수삼","충청남도 금산군","1","1","745.0","0.42","2023-06-07"
"1021845","주식회사 녹색친환경","개인","2023-06-06","2025-06-05","보리","경상남도 창녕군","1","1","1746.0","0.5","2023-06-06"
"1021844","(주)에코아임친환경기술연구원","개인","2023-06-05","2025-06-04","포도","전라남도 강진군","1","1","1024.0","3.61","2023-06-05"
"1021843","플럼코트맘 주식회사","개인","2023-06-05","2025-06-04","레드향","전라남도 장성군","1","1","2700.0","2.15","2023-06-05"
"1021842","플럼코트맘 주식회사","개인","2023-06-05","2025-06-04","애플망고","전라남도 장성군","1","2","3497.0","8.37","2023-06-05"
"1021841","플럼코트맘 주식회사","개인","2023-06-05","2025-06-04","매실","전라남도 무안군","1","2","769.0","0.46","2023-06-05"
"1021840","주식회사 농식품인증관리원","개인","2023-06-05","2025-06-04","대추","경기도 파주시","1","2","2089.0","2.9000000000000004","2023-06-05"
"1021839","(주)자연들농식품인증원","개인","2023-06-05","2025-06-04","블루베리","전라북도 완주군","1","1","1770.0","2.12","2023-06-05"
"1021838","(주)자연들농식품인증원","개인","2023-06-05","2025-06-04","블루베리","전라북도 완주군","1","2","1899.0","2.2800000000000002","2023-06-05"
"1021837","(주)자연들농식품인증원","개인","2023-06-05","2025-06-04","블루베리","전라북도 완주군","1","1","1500.0","1.8","2023-06-05"
"1021836","(주)자연들농식품인증원","개인","2023-06-05","2025-06-04","블루베리","전라북도 완주군","1","3","1406.0","3.38","2023-06-05"
"1021835","(주)자연들농식품인증원","개인","2023-06-05","2025-06-04","블루베리","전라북도 완주군","1","1","1000.0","1.2","2023-06-05"
"1021834","(주)자연들농식품인증원","개인","2023-06-05","2025-06-04","블루베리","전라북도 완주군","1","3","2160.0","2.59","2023-06-05"
"1021833","(주)그린하이인증센터","개인","2023-06-05","2025-06-04","방울토마토","충청북도 청주시 흥덕구","1","8","17856.2","22.0","2023-06-05"
"1021832","(주)그린하이인증센터","개인","2023-06-05","2025-06-04","방울토마토","충청북도 청주시 흥덕구","1","2","5133.0","14.0","2023-06-05"
"1021830","(주)농산물품질인증평가원","개인","2023-06-05","2025-06-04","복숭아","경상북도 영천시","1","3","2506.0","5.0","2023-06-05"
"1021829","주식회사 녹색친환경","개인","2023-06-05","2025-06-04","꽃송이버섯","경상남도 밀양시","1","1","25.0","1.6","2023-06-05"
"1021828","주식회사 금강인증센터","개인","2023-05-24","2025-05-23","복숭아","충청남도 논산시","1","11","15112.0","17.1","2023-05-24"
"1021827","친환경농업연구원 주식회사","단체","2023-06-02","2025-06-01","배","충청남도 청양군","12","52","79886.0","164.12000000000003","2023-06-02"
"1021826","경상국립대학교 산학협력단","개인","2023-06-02","2025-06-01","표고버섯","경상남도 의령군","1","2","560.0","8.450000000000001","2023-06-02"
"1021825","(주)우리농인증원","개인","2023-06-02","2025-06-01","사과","경상남도 거창군","1","2","16933.0","33.6","2023-06-02"
"1021824","주식회사 유기식품평가원","개인","2023-06-01","2025-05-31","체리","전라남도 영암군","1","10","10500.0","4.800000000000001","2023-06-01"
"1021823","주식회사 유기식품평가원","개인","2023-06-01","2025-05-31","블루베리","광주광역시 북구","1","2","1030.0","1.0","2023-06-01"
"1021822","주식회사 유기식품평가원","개인","2023-06-01","2025-05-31","블루베리","광주광역시 북구","1","2","6100.0","4.0","2023-06-01"
"1021821","주식회사 유기식품평가원","법인","2023-06-01","2025-05-31","블루베리","전라남도 완도군","1","2","4850.0","5.5","2023-06-01"
"1021820","(주)에스에이피분석평가연구소","개인","2023-06-02","2025-06-01","사과","경상남도 밀양시","1","20","20971.0","54.20000000000001","2023-06-02"
"1021819","(주)에스에이피분석평가연구소","개인","2023-06-02","2025-06-01","사과","경상남도 밀양시","1","2","10592.0","17.2","2023-06-02"
"1021818","주식회사 글로벌농식품인증원","개인","2023-06-01","2025-05-31","새송이버섯","경상북도 김천시","1","1","900.0","200.0","2023-06-01"
"1021814","㈜비씨에스코리아","개인","2023-06-01","2025-05-31","포도","충청남도 천안시 서북구","1","5","7943.0","9.0","2023-06-01"
"1021813","(주)에스에이피분석평가연구소","개인","2023-06-01","2025-05-31","사과","경상남도 밀양시","1","2","4204.0","6.8","2023-06-01"
"1021812","주식회사 성농","개인","2023-05-31","2025-05-30","상추","전라북도 무주군","1","4","2329.0","10.000000000000002","2023-05-31"
"1021811","(주)티에스피인증관리원","개인","2023-05-31","2025-05-30","깻잎","충청남도 금산군","1","1","800.0","1.6","2023-05-31"
"1021810","(주)티에스피인증관리원","개인","2023-05-31","2025-05-30","깻잎","충청남도 금산군","1","3","3050.0","6.0","2023-05-31"
"1021809","농업회사법인 주식회사 농품","개인","2023-05-31","2025-05-30","상추","전라북도 김제시","1","30","20388.0","51.31999999999999","2023-05-31"
"1021808","(주)에스에이피분석평가연구소","개인","2023-05-31","2025-05-30","감자","경기도 안산시 단원구","1","7","4950.0","19.8","2023-05-31"
"1021807","(주)에스에이피분석평가연구소","개인","2023-05-31","2025-05-30","참다래(키위)","경상남도 창녕군","1","3","37004.0","38.8","2023-05-31"
"1021806","주식회사 농식품인증관리원","개인","2023-05-31","2025-05-30","배","경기도 고양시 덕양구","1","1","2467.0","7.5","2023-05-31"
"1021805","주식회사 농식품인증관리원","개인","2023-05-31","2025-05-30","매실","서울특별시 영등포구","1","12","13214.0","8.0","2023-05-31"
"1021804","플럼코트맘 주식회사","단체","2023-05-31","2025-05-30","밀","전라남도 완도군","25","167","240830.0","98.48","2023-05-31"
"1021802","플럼코트맘 주식회사","개인","2023-05-31","2025-05-30","블루베리","전라남도 화순군","1","1","1392.0","2.5","2023-05-31"
"1021801","(주)우리농인증원","개인","2023-05-30","2025-05-29","사과","경상남도 거창군","1","9","8732.0","17.1","2023-05-30"
"1021800","(주)우리농인증원","개인","2023-05-30","2025-05-29","사과","경상남도 거창군","1","2","5256.0","10.5","2023-05-30"
"1021799","주식회사 푸름인증원","개인","2023-05-30","2025-05-29","포도","충청북도 영동군","1","2","5665.0","17.6","2023-05-30"
"1021798","(재)하동녹차연구소인증센터","개인","2023-05-30","2025-05-29","복숭아","경상남도 하동군","1","1","4569.0","1.0","2023-05-30"
"1021797","토지글로닉스 주식회사","개인","2023-06-01","2025-05-31","블루베리","전라남도 장성군","1","5","8403.0","2.5","2023-06-01"
"1021794","(주)에코아임친환경기술연구원","개인","2023-05-26","2025-05-25","포도","전라남도 강진군","1","2","3884.0","6.6","2023-05-26"
"1021793","(재)금산인삼약초산업진흥원","개인","2023-05-26","2026-05-25","수삼","충청남도 금산군","1","1","1250.0","0.71","2023-05-26"
"1021792","(재)금산인삼약초산업진흥원","개인","2023-05-26","2026-05-25","수삼","충청남도 금산군","1","2","2373.0","1.35","2023-05-26"
"1021791","(재)금산인삼약초산업진흥원","개인","2023-05-26","2026-05-25","수삼","충청남도 금산군","1","1","3039.0","1.73","2023-05-26"
"1021790","농업회사법인 주식회사 농품","단체","2023-05-19","2025-05-18","포도","전라북도 김제시","8","21","30856.0","51.900000000000006","2023-05-19"
"1021789","농업회사법인 주식회사 농품","단체","2023-05-26","2025-05-25","샤인마스캇","전라북도 김제시","21","33","62343.5","104.89000000000003","2023-05-26"
"1021788","농업회사법인 주식회사 농품","개인","2023-05-26","2025-05-25","오이","전라북도 김제시","1","3","3340.0","23.72","2023-05-26"
"1021787","농업회사법인 주식회사 농품","단체","2023-05-26","2025-05-25","포도","전라북도 군산시","15","21","36936.0","62.11","2023-05-26"
"1021786","농업회사법인 주식회사 농품","개인","2023-05-26","2025-05-25","블루베리","전라북도 무주군","1","5","5164.0","1.39","2023-05-26"
"1021785","농업회사법인 주식회사 농품","개인","2023-05-26","2025-05-25","새싹삼","전라북도 진안군","1","1","125.0","1.88","2023-05-26"
"1021784","농업회사법인 주식회사 농품","개인","2023-05-26","2025-05-25","포도","전라북도 장수군","1","3","5280.0","8.88","2023-05-26"
"1021783","강원대학교 산학협력단","개인","2023-05-26","2025-05-25","블루베리","강원특별자치도 고성군","1","3","6356.0","4.0","2023-05-26"
"1021782","플럼코트맘 주식회사","개인","2023-05-27","2025-05-26","포도","전라남도 무안군","1","2","1035.0","1.73","2023-05-27"
"1021781","플럼코트맘 주식회사","개인","2023-05-27","2025-05-26","배","전라남도 나주시","1","2","7013.0","17.68","2023-05-27"
"1021780","플럼코트맘 주식회사","개인","2023-05-27","2025-05-26","포도","전라남도 나주시","1","2","2670.0","4.48","2023-05-27"
"1021779","플럼코트맘 주식회사","개인","2023-05-27","2025-05-26","한라봉","전라남도 나주시","1","2","4020.0","12.04","2023-05-27"
"1021778","(주)에스에이피분석평가연구소","단체","2023-05-26","2025-05-25","마늘","경상남도 창녕군","19","104","171907.0","499.68","2023-05-26"
"1021777","(재)금산인삼약초산업진흥원","개인","2023-05-26","2025-05-25","깻잎","충청남도 금산군","1","1","1760.0","3.52","2023-05-26"
"1021776","(재)금산인삼약초산업진흥원","개인","2023-05-26","2025-05-25","깻잎","충청남도 금산군","1","4","3300.0","6.6000000000000005","2023-05-26"
"1021775","(사)한솔농림수산식품인증센터","개인","2023-05-25","2025-05-24","골드키위","제주특별자치도 제주시","1","3","8592.0","16000.0","2023-05-25"
"1021772","친환경농업연구원 주식회사","법인","2023-05-25","2025-05-24","감자","충청남도 홍성군","1","1","6611.0","16.0","2023-05-25"
"1021771","친환경농업연구원 주식회사","개인","2023-05-25","2025-05-24","샤인마스캇","충청남도 아산시","1","1","1900.0","2.0","2023-05-25"
"1021770","주식회사 금강인증센터","개인","2023-05-24","2025-05-23","포도(거봉)","충청남도 논산시","1","4","8899.0","15.0","2023-05-24"
"1021769","주식회사 금강인증센터","개인","2023-05-24","2025-05-23","포도(거봉)","충청남도 논산시","1","3","4416.0","6.0","2023-05-24"
"1021768","(재)금산인삼약초산업진흥원","개인","2023-05-25","2025-05-24","새싹삼","충청남도 금산군","1","1","500.0","4.24","2023-05-25"
"1021767","주식회사 푸름인증원","개인","2023-05-25","2025-05-24","호두","경상북도 안동시","1","4","165519.0","4.999999999999999","2023-05-25"
"1021766","아이센(주)","개인","2023-05-25","2025-05-24","사과","경상남도 양산시","1","2","3445.0","6.35","2023-05-25"
"1021765","건국에코인증원 주식회사","개인","2023-05-25","2025-05-24","포도","충청북도 충주시","1","1","3300.0","10.0","2023-05-25"
"1021764","건국에코인증원 주식회사","개인","2023-05-25","2025-05-24","포도","충청북도 충주시","1","2","6900.0","17.0","2023-05-25"
"1021763","(주)한국농산업연구소","개인","2023-05-25","2025-05-24","완두","전라남도 영암군","1","6","1660.0","2.96","2023-05-25"
"1021762","(주)에버그린농우회","단체","2023-05-25","2025-05-24","포도","경상북도 김천시","6","17","34058.0","61.7","2023-05-25"
"1021761","(주)에버그린농우회","개인","2023-05-25","2025-05-24","포도","경상북도 김천시","1","4","1223.0","2.2","2023-05-25"
"1021760","(주)에버그린농우회","개인","2023-05-25","2025-05-24","샤인마스캇","경상북도 김천시","1","1","3060.0","5.5","2023-05-25"
"1021759","(주)에버그린농우회","개인","2023-05-25","2025-05-24","포도","경상북도 김천시","1","2","3646.0","6.6","2023-05-25"
"1021758","주식회사 금강인증센터","개인","2023-05-25","2025-05-24","양송이","충청남도 논산시","1","2","3200.0","27.0","2023-05-25"
"1021757","주식회사 온누리친환경","법인","2023-05-24","2025-05-23","포도","대전광역시 유성구","1","1","5189.2","3.0","2023-05-24"
"1021756","유한회사 빛그린인증원","단체","2023-05-24","2025-05-23","마늘","전라남도 무안군","6","38","50836.0","76.98","2023-05-24"
"1021755","(사)한솔농림수산식품인증센터","개인","2023-05-24","2025-05-23","샤인마스캇","충청북도 옥천군","1","4","3477.0","5.0","2023-05-24"
"1021754","경상국립대학교 산학협력단","개인","2023-05-24","2025-05-23","블루베리","경상남도 의령군","1","7","9360.0","17.799999999999997","2023-05-24"
"1021753","(주)에스에이피분석평가연구소","개인","2023-05-24","2025-05-23","메론","충청남도 예산군","1","9","5278.0","13.899999999999999","2023-05-24"
"1021752","(주)에스에이피분석평가연구소","개인","2023-05-24","2025-05-23","메론","충청남도 예산군","1","1","5540.0","15.0","2023-05-24"
"1021751","(주)에스에이피분석평가연구소","개인","2023-05-24","2025-05-23","사과","경상남도 밀양시","1","6","4660.0","7.699999999999999","2023-05-24"
"1021750","(주)그린하이인증센터","개인","2023-05-24","2025-05-23","미니단호박","충청북도 청주시 흥덕구","1","6","610.0","0.79","2023-05-24"
"1021749","주식회사 농식품인증관리원","개인","2023-05-24","2025-05-23","사과","경기도 파주시","1","3","1123.0","2.1","2023-05-24"
"1021748","(재)금산인삼약초산업진흥원","개인","2023-05-25","2025-05-24","블루베리","대전광역시 서구","1","1","1650.0","0.6","2023-05-25"
"1021747","(주)한국유기농인증원","개인","2023-05-23","2025-05-22","사과","경기도 연천군","1","5","11860.0","30.0","2023-05-23"
"1021746","(사)한솔농림수산식품인증센터","개인","2023-05-23","2025-05-22","하우스감귤","제주특별자치도 서귀포시","1","2","6605.0","40.0","2023-05-23"
"1021745","건국에코인증원 주식회사","개인","2023-05-23","2025-05-22","엽경채류(기타)","충청북도 충주시","1","3","6323.0","70.0","2023-05-23"
"1021744","(재)금산인삼약초산업진흥원","개인","2023-05-23","2026-05-22","수삼","충청남도 금산군","1","5","25109.0","14.27","2023-05-23"
"1021743","(주)자연들농식품인증원","개인","2023-05-22","2025-05-21","블루베리","전라북도 완주군","1","1","2100.0","1.6","2023-05-22"
"1021742","주식회사 푸름인증원","개인","2023-05-19","2025-05-18","벼","경기도 고양시 일산동구","1","3","4855.0","4.9","2023-05-19"
"1021741","(주)티에스피인증관리원","개인","2023-05-22","2025-05-21","배추","대전광역시 중구","1","2","14200.0","126.0","2023-05-22"
"1021740","(주)티에스피인증관리원","개인","2023-05-22","2025-05-21","오이고추","대전광역시 유성구","1","2","5600.0","19.7","2023-05-22"
"1021739","(주)에스에이피분석평가연구소","개인","2023-05-22","2025-05-21","사과","경상남도 밀양시","1","7","8722.0","14.200000000000001","2023-05-22"
"1021738","(주)에스에이피분석평가연구소","개인","2023-05-22","2025-05-21","사과","경상남도 밀양시","1","5","4595.0","7.5","2023-05-22"
"1021737","(주)에이앤에프글로벌인증원","개인","2023-05-22","2025-05-21","취나물",,"1","13","338.0","1.3","2023-05-22"
"1021736","(주)에이앤에프글로벌인증원","개인","2023-05-22","2025-05-21","샤인마스캇","경상북도 경산시","1","4","2958.0","5.999999999999999","2023-05-22"
"1021735","(주)에이앤에프글로벌인증원","개인","2023-05-22","2025-05-21","두충","경상북도 영천시","1","1","380.0","3.0","2023-05-22"
"1021734","(주)그린하이인증센터","단체","2023-05-23","2025-05-22","사과","충청북도 청주시 상당구","3","21","21643.5","55.0","2023-05-23"
"1021733","주식회사 글로벌농식품인증원","개인","2023-05-19","2025-05-18","포도","전라북도 김제시","1","1","7983.9","13.41","2023-05-19"
"1021732","주식회사 글로벌농식품인증원","개인","2023-05-19","2025-05-18","포도","전라북도 김제시","1","2","4724.0","7.94","2023-05-19"
"1021731","(주)인증포럼","단체","2023-05-19","2025-05-18","양상추(버터헤드)","충청북도 청주시 흥덕구","1","18","17999.82","87.0","2023-05-19"
"1021730","주식회사 푸름인증원","단체","2023-05-19","2025-05-18","딸기","경상북도 의성군","10","16","15914.0","63.6","2023-05-19"
"1021729","주식회사 성농","단체","2023-05-19","2025-05-18","수박","전라북도 고창군","24","153","373064.0","1549.6000000000001","2023-05-19"
"1021728","(주)티에스피인증관리원","개인","2023-05-19","2025-05-18","포도","대전광역시 중구","1","6","5190.0","15.670000000000002","2023-05-19"
"1021727","(주)티에스피인증관리원","개인","2023-05-19","2025-05-18","옥수수","대전광역시 중구","1","4","5330.0","4.4","2023-05-19"
"1021726","(주)티에스피인증관리원","개인","2023-05-19","2025-05-18","풋호박","대전광역시 중구","1","6","5080.0","10.600000000000001","2023-05-19"
"1021725","(주)티에스피인증관리원","개인","2023-05-19","2025-05-18","풋호박","대전광역시 중구","1","3","3120.0","7.7","2023-05-19"
"1021724","한국농식품분석연구소 주식회사","개인","2023-05-19","2025-05-18","표고버섯","전라남도 담양군","1","4","1242.0","20.0","2023-05-19"
"1021723","한국농식품분석연구소 주식회사","개인","2023-05-19","2025-05-18","강낭콩","전라남도 담양군","1","1","5309.0","0.8","2023-05-19"
"1021722","주식회사 온누리친환경","개인","2023-05-19","2025-05-18","포도","충청남도 천안시 서북구","1","2","393.0","1.0","2023-05-19"
"1021721","(주)에스에이피분석평가연구소","단체","2023-05-19","2025-05-18","파프리카","강원특별자치도 철원군","11","40","114978.0","999.5","2023-05-19"
