GAP인증번호,인증기관,개인/단체 구분명,유효기간 시작일,유효기간 종료일,품목,주소,등록 농가수,등록 필지수,재배면적,생산계획량,지정일자
1019630,주식회사 금강인증센터,개인,2022-06-08,2024-06-07,오이,충청남도 공주시,1,2,2940,3,2022-06-08
1019629,(재)금산인삼약초산업진흥원,단체,2022-06-08,2024-06-07,포도,충청남도 금산군,7,11,17220,28.94,2022-06-08
1019628,(사)한솔농림수산식품인증센터,개인,2022-06-08,2024-06-07,무화과,제주특별자치도 제주시,1,1,3895,10,2022-06-08
1019627,(주)에버그린농우회,개인,2022-06-08,2024-06-07,연근,경상북도 경산시,1,9,18892,45,2022-06-08
1019626,농업법인플럼코트맘(주),개인,2022-06-08,2024-06-07,토마토,전라남도 나주시,1,2,4760,22.14,2022-06-08
1019625,농업법인플럼코트맘(주),개인,2022-06-08,2024-06-07,토마토,전라남도 나주시,1,5,11562,51.68,2022-06-08
1019624,농업법인플럼코트맘(주),개인,2022-06-08,2024-06-07,토마토,전라남도 나주시,1,11,16910,71.96,2022-06-08
1019623,(주)아이에스씨농업발전연구소,개인,2022-06-07,2024-06-06,상추,전라북도 김제시,1,14,7575,22.89,2022-06-07
1019622,주식회사 성농,단체,2022-06-07,2024-06-06,수박,전라북도 고창군,8,70,138242,580.6,2022-06-07
1019621,주식회사 푸름인증원,개인,2022-06-03,2024-06-02,토마토,강원도 춘천시,1,6,6970,30,2022-06-03
1019620,(주)에이앤에프글로벌인증원,단체,2022-06-03,2024-06-02,배추,강원도 영월군,14,90,157398,1044,2022-06-03
1019619,(주)에이앤에프글로벌인증원,단체,2022-06-03,2024-06-02,옥수수,강원도 영월군,32,197,348903,1826.3,2022-06-03
1019618,(주)에이앤에프글로벌인증원,개인,2022-06-03,2024-06-02,대파,세종특별자치시 ,1,24,10030,36.7,2022-06-03
1019617,(주)에이앤에프글로벌인증원,개인,2022-06-03,2024-06-02,상추,세종특별자치시 ,1,21,12782,43.9,2022-06-03
1019616,(주)에이앤에프글로벌인증원,개인,2022-06-03,2024-06-02,복숭아,충청북도 영동군,1,15,26259,49.5,2022-06-03
1019615,친환경농업연구원 주식회사,개인,2022-06-03,2024-06-02,동충하초,충청남도 예산군,1,1,660,3,2022-06-03
1019614,농협경제지주(주)식품R&D연구소,단체,2022-06-03,2024-06-02,체리,경기도 화성시,13,29,77943,55.885,2022-06-03
1019613,주식회사 농식품인증관리원,개인,2022-06-03,2024-06-02,토마토,경기도 포천시,1,2,3000,18,2022-06-03
1019612,주식회사 농식품인증관리원,개인,2022-06-03,2024-06-02,토마토,경기도 포천시,1,2,3552,92,2022-06-03
1019611,주식회사 농식품인증관리원,개인,2022-06-03,2024-06-02,토마토,경기도 포천시,1,2,2910,74,2022-06-03
1019610,주식회사 농식품인증관리원,개인,2022-06-03,2024-06-02,토마토,경기도 포천시,1,3,6479,42,2022-06-03
1019609,주식회사 농식품인증관리원,개인,2022-06-03,2024-06-02,쑥갓,경기도 포천시,1,26,69679,168.4,2022-06-03
1019608,주식회사 푸름인증원,개인,2022-06-02,2024-06-01,블루베리,강원도 철원군,1,5,16667,8,2022-06-02
1019607,아이센(주),개인,2022-06-02,2024-06-01,단감,경상남도 밀양시,1,8,14554,20.12,2022-06-02
1019606,아이센(주),개인,2022-06-02,2024-06-01,사과,경상남도 밀양시,1,5,5168,18,2022-06-02
1019605,(주)온누리지에이피,개인,2022-06-02,2024-06-01,대추,대구광역시 달성군,1,1,1955,3,2022-06-02
1019604,주식회사 성농,법인,2022-06-02,2024-06-01,상추,전라북도 무주군,1,5,9120,305,2022-06-02
1019603,주식회사 글로벌농식품인증원,개인,2022-05-31,2024-05-30,포도,대구광역시 달성군,1,4,6000,8,2022-05-31
1019602,(사)한솔농림수산식품인증센터,개인,2022-05-31,2024-05-30,샤인마스캇,전라남도 강진군,1,1,1388,1.5,2022-05-31
1019601,(주)우리농인증원,개인,2022-05-31,2024-05-30,포도,경상남도 창원시 의창구,1,3,22402,61.7,2022-05-31
1019599,(사)한솔농림수산식품인증센터,개인,2022-05-31,2024-05-30,포도,충청북도 옥천군,1,1,2320,3,2022-05-31
1019598,주식회사 푸름인증원,개인,2022-05-30,2024-05-29,체리,경기도 고양시 일산동구,1,9,3317,3.6,2022-05-30
1019597,주식회사 농식품인증관리원,개인,2022-05-30,2024-05-29,셀러리(양미나리),충청남도 당진시,1,4,5374,16.1,2022-05-30
1019596,주식회사 농식품인증관리원,개인,2022-05-30,2024-05-29,양상추,충청남도 당진시,1,7,8268,22.5,2022-05-30
1019595,주식회사 농식품인증관리원,개인,2022-05-30,2024-05-29,양배추,충청남도 당진시,1,8,11887,61.1,2022-05-30
1019594,주식회사 농식품인증관리원,개인,2022-05-30,2024-05-29,셀러리(양미나리),충청남도 당진시,1,6,9220,24.1,2022-05-30
1019593,주식회사 농식품인증관리원,개인,2022-05-30,2024-05-29,셀러리(양미나리),충청남도 당진시,1,2,4420,21,2022-05-30
1019592,주식회사 농식품인증관리원,개인,2022-05-30,2024-05-29,적양배추,충청남도 당진시,1,6,12574,60.2,2022-05-30
1019591,주식회사 예농,개인,2022-05-30,2024-05-29,토마토,경상남도 산청군,1,10,13865.2,200,2022-05-30
1019590,주식회사 농식품인증관리원,개인,2022-05-30,2024-05-29,양배추,충청남도 당진시,1,10,7935,32.7,2022-05-30
1019589,주식회사 농식품인증관리원,개인,2022-05-30,2024-05-29,깻잎,경상남도 밀양시,1,20,4164,19,2022-05-30
1019588,주식회사 농식품인증관리원,개인,2022-05-30,2024-05-29,고추,충청북도 청주시 청원구,1,3,10993,45,2022-05-30
1019587,(주)한국농산업연구소,개인,2022-05-30,2024-05-29,블루베리,전라남도 화순군,1,9,4623,6.44,2022-05-30
1019586,농업회사법인(주)푸른솔,개인,2022-05-30,2024-05-29,시금치,경기도 수원시 권선구,1,11,1430,1.1,2022-05-30
1019585,(주)티에스피인증관리원,개인,2022-05-30,2024-05-29,상추,충청남도 당진시,1,2,2496,9,2022-05-30
1019584,(주)에이앤에프글로벌인증원,개인,2022-05-30,2024-05-29,사과,경상북도 김천시,1,11,39070,73.2,2022-05-30
1019583,주식회사 금강인증센터,개인,2022-05-29,2024-05-28,참깨,충청남도 논산시,1,11,1380,0.26,2022-05-29
1019582,주식회사 푸름인증원,개인,2022-05-27,2024-05-26,사과,경상북도 영주시,1,4,30292,40,2022-05-27
1019581,주식회사 성농,단체,2022-05-27,2024-05-26,수박,전라북도 고창군,14,124,285044,1196.8,2022-05-27
1019580,농업법인플럼코트맘(주),개인,2022-05-27,2024-05-26,배추,전라남도 해남군,1,28,35073,392.63,2022-05-27
1019579,농업법인플럼코트맘(주),개인,2022-05-27,2024-05-26,배추,전라남도 해남군,1,6,17677,197.9,2022-05-27
1019578,농업법인플럼코트맘(주),개인,2022-05-27,2024-05-26,배추,전라남도 해남군,1,13,20418,228.59,2022-05-27
1019577,(주)우리농인증원,개인,2022-05-27,2024-05-26,파프리카,경상남도 합천군,1,6,8692,70,2022-05-27
1019576,(주)우리농인증원,개인,2022-05-27,2024-05-26,딸기,경상남도 합천군,1,7,6399,12.8,2022-05-27
1019575,(주)우리농인증원,개인,2022-05-27,2024-05-26,파프리카,경상남도 합천군,1,8,10586,52.6,2022-05-27
1019574,(주)우리농인증원,개인,2022-05-27,2024-05-26,파프리카,경상남도 합천군,1,6,10696,30,2022-05-27
1019573,(주)우리농인증원,개인,2022-05-27,2024-05-26,파프리카,경상남도 합천군,1,4,15049,120,2022-05-27
1019572,(주)그린하이인증센터,단체,2022-05-27,2024-05-26,포도,충청북도 영동군,4,7,13332,5.99,2022-05-27
1019571,경상국립대학교 산학협력단,단체,2022-05-27,2024-05-26,단감,경상남도 진주시,2,3,18378,21,2022-05-27
1019570,(재)금산인삼약초산업진흥원,개인,2022-05-27,2024-05-26,대추,충청남도 금산군,1,2,3230,1,2022-05-27
1019569,(주)자연들농식품인증원,단체,2022-05-26,2024-05-25,단호박,전라남도 함평군,8,27,49076,267.4603,2022-05-26
1019568,아이센(주),개인,2022-05-26,2024-05-25,엄나무,경상북도 경주시,1,8,7150,2.5,2022-05-26
1019567,친환경농업연구원 주식회사,단체,2022-05-26,2024-05-25,산마늘,인천광역시 옹진군,6,19,15430,7.15,2022-05-26
1019566,(주)온누리지에이피,개인,2022-05-26,2024-05-25,포도,경상북도 김천시,1,1,2320,6,2022-05-26
1019565,(재)금산인삼약초산업진흥원,개인,2022-05-26,2025-05-25,수삼,충청남도 금산군,1,3,6500,3.69,2022-05-26
1019564,(재)금산인삼약초산업진흥원,개인,2022-05-26,2025-05-25,수삼,충청남도 금산군,1,3,5170,2.94,2022-05-26
1019563,(주)에버그린농우회,단체,2022-05-26,2024-05-25,산딸기,경상북도 포항시 남구,15,21,24638,11.95,2022-05-26
1019562,(주)에버그린농우회,단체,2022-05-26,2024-05-25,산딸기,경상북도 포항시 남구,18,20,28932,14.1,2022-05-26
1019561,(주)에버그린농우회,단체,2022-05-26,2024-05-25,산딸기,경상북도 포항시 남구,6,13,14269,6.98,2022-05-26
1019560,(주)에버그린농우회,개인,2022-05-26,2024-05-25,블루베리,경상북도 성주군,1,3,6142,7.1,2022-05-26
1019559,(주)에버그린농우회,개인,2022-05-26,2024-05-25,한라봉,경상북도 고령군,1,1,3300,4.9,2022-05-26
1019558,(주)에버그린농우회,개인,2022-05-26,2024-05-25,한라봉,경상북도 고령군,1,3,4298,7,2022-05-26
1019557,(주)에버그린농우회,개인,2022-05-26,2024-05-25,한라봉,경상북도 고령군,1,4,5709,8.5,2022-05-26
1019556,주식회사 농식품인증관리원,개인,2022-05-25,2024-05-24,사과,경기도 파주시,1,4,3709,8,2022-05-25
1019555,주식회사 농식품인증관리원,개인,2022-05-25,2024-05-24,사과,경상남도 밀양시,1,3,5941,9.8,2022-05-25
1019554,주식회사 농식품인증관리원,개인,2022-05-25,2024-05-24,콩나물,경기도 고양시 일산서구,1,2,198,300,2022-05-25
1019553,주식회사 농식품인증관리원,개인,2022-05-25,2024-05-24,양배추,충청남도 당진시,1,9,12027,41.4,2022-05-25
1019552,주식회사 농식품인증관리원,개인,2022-05-25,2024-05-24,브로코리(녹색꽃양배추),충청남도 당진시,1,5,4897,26.9,2022-05-25
1019551,주식회사 농식품인증관리원,개인,2022-05-25,2024-05-24,사과,경상남도 밀양시,1,9,7696.5,15.9,2022-05-25
1019550,주식회사 농식품인증관리원,개인,2022-05-25,2024-05-24,적양배추,충청남도 당진시,1,9,5646.6,18.2,2022-05-25
1019549,주식회사 농식품인증관리원,개인,2022-05-25,2024-05-24,양상추,충청남도 당진시,1,10,8148,25.4,2022-05-25
1019548,주식회사 푸름인증원,개인,2022-05-25,2024-05-24,블루베리,경기도 파주시,1,1,4393,1.1,2022-05-25
1019547,(주)그린하이인증센터,개인,2022-05-25,2024-05-24,대추방울,충청북도 충주시,1,2,1696.02,6,2022-05-25
1019546,(주)그린하이인증센터,개인,2022-05-25,2024-05-24,방울토마토,충청북도 충주시,1,5,6044.6,30,2022-05-25
1019545,농업법인플럼코트맘(주),법인,2022-05-25,2024-05-24,단호박,전라남도 나주시,34,48,98773.3,251.6,2022-05-25
1019544,농업법인플럼코트맘(주),개인,2022-05-25,2024-05-24,배,전라남도 나주시,1,1,4222,10.65,2022-05-25
1019543,농업법인플럼코트맘(주),개인,2022-05-25,2024-05-24,토마토,전라남도 나주시,1,2,4373,21.31,2022-05-25
1019542,농업법인플럼코트맘(주),개인,2022-05-25,2024-05-24,포도,전라남도 화순군,1,5,3241,5.03,2022-05-25
1019541,농업법인플럼코트맘(주),개인,2022-05-25,2024-05-24,배추,전라남도 해남군,1,17,18882,211.39,2022-05-25
1019540,농업법인플럼코트맘(주),법인,2022-05-25,2024-05-24,배추,전라남도 해남군,1,5,3210,36.23,2022-05-25
1019539,농업법인플럼코트맘(주),개인,2022-05-25,2024-05-24,표고버섯,전라남도 해남군,1,1,1000,6,2022-05-25
1019538,(주)우리농인증원,개인,2022-05-24,2024-05-23,매실,경상남도 거창군,1,2,3238,5.8,2022-05-24
1019537,(주)우리농인증원,개인,2022-05-24,2024-05-23,포도,경상남도 함양군,1,6,9377,17.2,2022-05-24
1019536,주식회사 금강인증센터,개인,2022-05-24,2024-05-23,블루베리,세종특별자치시 ,1,4,2027,3,2022-05-24
1019535,주식회사 성농,개인,2022-05-23,2024-05-22,블루베리,전라북도 정읍시,1,1,2750,1,2022-05-23
1019534,주식회사 성농,개인,2022-05-23,2024-05-22,복분자,전라북도 고창군,1,1,1650,3,2022-05-23
1019533,유한회사 빛그린인증원,개인,2022-05-23,2024-05-22,포도,전라남도 여수시,1,5,944,1.1,2022-05-23
1019532,(주)에이앤에프글로벌인증원,개인,2022-05-23,2024-05-22,사과,경상북도 안동시,1,9,27538,55,2022-05-23
1019531,(주)에이앤에프글로벌인증원,개인,2022-05-23,2024-05-22,꽃송이버섯,강원도 평창군,1,6,792,35,2022-05-23
1019530,농업회사법인 주식회사 농품,개인,2022-05-20,2024-05-19,한라봉,전라북도 부안군,1,3,4078,12.9,2022-05-20
1019529,농업회사법인 주식회사 농품,개인,2022-05-20,2024-05-19,애플수박,전라북도 진안군,1,4,5280,22.18,2022-05-20
1019528,유한회사 빛그린인증원,개인,2022-05-20,2024-05-19,청양고추,전라남도 나주시,1,12,11565,33.85,2022-05-20
1019527,(주)인증포럼,개인,2022-05-20,2024-05-19,단감,경상남도 함양군,1,11,20002,1464,2022-05-20
1019526,(주)미래친환경농업인증센터,개인,2022-05-20,2024-05-19,단감,전라남도 장성군,1,3,10813,6,2022-05-20
1019525,아이센(주),단체,2022-05-20,2024-05-19,상추,경상남도 김해시,7,32,31244,163.01,2022-05-20
1019524,주식회사 금강인증센터,개인,2022-05-20,2024-05-19,만감,대전광역시 유성구,1,1,3250,2,2022-05-20
1019523,주식회사 금강인증센터,개인,2022-05-20,2024-05-19,생대추,충청북도 보은군,1,4,6378,3.2,2022-05-20
1019522,주식회사 금강인증센터,개인,2022-05-20,2024-05-19,대추방울,충청남도 부여군,1,1,6624,60,2022-05-20
1019521,주식회사 유기식품평가원,개인,2022-05-20,2024-05-19,블루베리,전라남도 여수시,1,2,3565,2.5,2022-05-20
1019520,주식회사 유기식품평가원,개인,2022-05-20,2024-05-19,포도,충청북도 영동군,1,3,5270,6.8,2022-05-20
1019519,(주)그린하이인증센터,개인,2022-05-20,2024-05-19,대추,충청북도 보은군,1,10,12724.44,10,2022-05-20
1019518,(주)자연들농식품인증원,단체,2022-05-19,2024-05-18,미니단호박,전라남도 나주시,5,11,23428,122.85,2022-05-19
1019517,(주)그린하이인증센터,개인,2022-05-19,2024-05-18,블루베리,충청북도 영동군,1,1,1260.06,1.5,2022-05-19
1019516,용인시농업기술센터,개인,2022-05-20,2024-05-19,아스파라거스,경기도 용인시 처인구,1,5,2570,8,2022-05-20
1019515,경상국립대학교 산학협력단,법인,2022-05-19,2024-05-18,상추,경상남도 창녕군,1,1,800,77,2022-05-19
1019514,주식회사 농식품인증관리원,개인,2022-05-19,2024-05-18,사과,경상남도 밀양시,1,2,7917,13.5,2022-05-19
1019512,주식회사 농식품인증관리원,개인,2022-05-19,2024-05-18,산딸기,경상남도 밀양시,1,3,5890,10.5,2022-05-19
1019511,주식회사 농식품인증관리원,개인,2022-05-19,2024-05-18,사과,경상남도 밀양시,1,6,8342.25,17.7,2022-05-19
1019510,주식회사 농식품인증관리원,개인,2022-05-19,2024-05-18,사과,경상남도 밀양시,1,1,1457,2.5,2022-05-19
1019509,주식회사 농식품인증관리원,개인,2022-05-19,2024-05-18,사과,경상남도 밀양시,1,5,2198,6.3,2022-05-19
1019508,주식회사 농식품인증관리원,개인,2022-05-19,2024-05-18,사과,경상남도 밀양시,1,8,13128,20.9,2022-05-19
1019507,주식회사 농식품인증관리원,개인,2022-05-19,2024-05-18,사과,경상남도 밀양시,1,6,8077,13.4,2022-05-19
1019506,주식회사 농식품인증관리원,개인,2022-05-19,2024-05-18,사과,경상남도 밀양시,1,4,3258,6,2022-05-19
1019505,주식회사 농식품인증관리원,개인,2022-05-19,2024-05-18,복숭아,경기도 파주시,1,4,3580,6,2022-05-19
1019504,㈜비씨에스코리아,개인,2022-05-19,2025-05-18,가시오가피,강원도 태백시,1,2,630,0.5,2022-05-19
1019503,㈜비씨에스코리아,개인,2022-05-19,2025-05-18,가시오가피,강원도 태백시,1,2,990,0.5,2022-05-19
1019502,건국에코인증원 주식회사,개인,2022-05-19,2024-05-18,대추방울,충청북도 충주시,1,1,4620,22,2022-05-19
1019501,(주)그린하이인증센터,개인,2022-05-20,2024-05-19,대추,충청북도 보은군,1,2,1587,2,2022-05-20
1019500,경상국립대학교 산학협력단,개인,2022-05-18,2024-05-17,우엉,경상남도 진주시,1,15,27476,152,2022-05-18
1019499,아이센(주),개인,2022-05-18,2024-05-17,깻잎,경상남도 밀양시,1,1,1800,4.87,2022-05-18
1019498,아이센(주),개인,2022-05-18,2024-05-17,토마토,경상남도 밀양시,1,2,7848,51.41,2022-05-18
1019497,아이센(주),개인,2022-05-18,2024-05-17,감자,경상남도 통영시,1,12,4736,10.33,2022-05-18
1019496,친환경농업연구원 주식회사,개인,2022-05-18,2024-05-17,양상추(버터헤드),대전광역시 서구,1,2,90,1,2022-05-18
1019495,충북대학교 산학협력단,개인,2022-05-18,2024-05-17,사과,충청남도 청양군,1,6,25235,2,2022-05-18
1019494,(주)아이에스씨농업발전연구소,개인,2022-05-18,2024-05-17,블루베리,전라북도 군산시,1,1,1700,0.8,2022-05-18
1019493,(주)아이에스씨농업발전연구소,단체,2022-05-18,2024-05-17,포도,경상북도 상주시,48,142,303889,597.9,2022-05-18
1019492,(주)에버그린농우회,개인,2022-05-18,2024-05-17,블루베리,경상북도 성주군,1,16,15491,10.36,2022-05-18
1019491,(주)에버그린농우회,개인,2022-05-18,2024-05-17,자두,경상북도 김천시,1,6,5881,7,2022-05-18
1019490,(주)에버그린농우회,개인,2022-05-18,2024-05-17,블루베리,대구광역시 달서구,1,1,3240,2.2,2022-05-18
1019489,주식회사 경기농업인증센터,개인,2022-05-17,2024-05-16,부추,경기도 이천시,1,32,142197.6,80,2022-05-17
1019488,(재)하동녹차연구소인증센터,개인,2022-05-17,2024-05-16,오디,경상남도 하동군,1,1,1189,1,2022-05-17
1019487,(재)하동녹차연구소인증센터,개인,2022-05-17,2024-05-16,오디,경상남도 하동군,1,1,2515,2.5,2022-05-17
1019486,(주)아이에스씨농업발전연구소,개인,2022-05-17,2024-05-16,블루베리,전라북도 고창군,1,7,16774.2,15.26,2022-05-17
1019485,주식회사 금강인증센터,개인,2022-05-17,2024-05-16,상추,충청남도 금산군,1,25,3875,15.7,2022-05-17
1019484,주식회사 금강인증센터,개인,2022-05-17,2024-05-16,표고버섯,충청남도 보령시,1,9,5654,4.5,2022-05-17
1019483,(주)인증포럼,개인,2022-05-16,2024-05-15,목이버섯,경기도 양주시,1,2,467,6.3,2022-05-16
1019482,아이센(주),개인,2022-05-16,2024-05-15,부추,경상북도 경주시,1,12,780,2.06,2022-05-16
1019481,아이센(주),개인,2022-05-16,2024-05-15,상추,경상북도 경주시,1,15,3562,13.61,2022-05-16
1019480,(주)에코아임친환경기술연구원,개인,2022-05-16,2024-05-15,대추방울,전라남도 영암군,1,3,3712,40,2022-05-16
1019479,지리산인증(주),개인,2022-05-17,2024-05-16,복숭아,전라북도 남원시,1,2,7278,1.5,2022-05-17
1019478,주식회사 유기식품평가원,개인,2022-05-16,2024-05-15,샤인마스캇,충청북도 영동군,1,3,4670,10.3,2022-05-16
1019477,주식회사 유기식품평가원,개인,2022-05-16,2024-05-15,샤인마스캇,충청북도 영동군,1,10,6078,13.4,2022-05-16
1019476,주식회사 유기식품평가원,개인,2022-05-16,2024-05-15,샤인마스캇,충청북도 영동군,1,3,3914,8,2022-05-16
1019475,주식회사 유기식품평가원,개인,2022-05-16,2024-05-15,샤인마스캇,충청북도 영동군,1,5,4907,10.6,2022-05-16
1019474,(주)에이앤에프글로벌인증원,단체,2022-05-16,2024-05-15,포도,경상북도 김천시,33,84,142026,278.4,2022-05-16
1019473,(주)에이앤에프글로벌인증원,개인,2022-05-16,2024-05-15,복숭아,대구광역시 달성군,1,5,3297,6.9,2022-05-16
1019472,강원대학교 산학협력단,개인,2022-05-16,2024-05-15,산양삼,강원도 홍천군,1,7,42178,0.33,2022-05-16
1019471,(주)농산물품질인증평가원,개인,2022-05-16,2024-05-15,포도,경상북도 김천시,1,1,4628,13,2022-05-16
1019470,주식회사 농식품인증관리원,개인,2022-05-13,2024-05-12,동충하초,경기도 파주시,1,1,75.9,0.5,2022-05-13
1019469,주식회사 푸름인증원,개인,2022-05-13,2024-05-12,사과,경상북도 의성군,1,4,9358,25.7,2022-05-13
1019468,경상국립대학교 산학협력단,법인,2022-05-13,2024-05-12,토마토,충청북도 진천군,2,11,23699,784,2022-05-13
1019467,친환경농업연구원 주식회사,개인,2022-05-12,2024-05-11,자두,충청남도 부여군,1,3,6246,13.5,2022-05-12
1019466,아이센(주),개인,2022-05-12,2024-05-11,감자,경상남도 통영시,1,19,18000,45.63,2022-05-12
